1.2.47.5	aas	b2836	Z4154	ECs3693	
1.12.5.5	nlpB	b2477	Z3736	ECs3339	
1.4.41.3	nlpC	b1708	Z2737	ECs2415	
1.9.47.5	nlpD	b2742	Z4050	ECs3596	
1.6.10.2	nmpC	b0553			
1.9.30.3	nohA	b1548			
1.8.45.1	nohB	b0560			
1.3.31.4	nrdA	b2234	Z3489	ECs3117	
1.5.31.4	nrdB	b2235	Z3491	ECs3118	
1.11.34.7	nrdD	b4238	Z5848	ECs5215	
1.3.22.5	nrdE	b2675	Z3977	ECs3538	
1.5.22.5	nrdF	b2676	Z3978	ECs3539	
1.9.34.7	nrdG	b4237	Z5847	ECs5214	
1.11.6.5	nrdH	b2673	Z3975	ECs3536	
1.1.22.5	nrdI	b2674	Z3976	ECs3537	
1.4.4.8	nrfA	b4070	Z5669	ECs5052	
1.6.4.8	nrfB	b4071	Z5670	ECs5053	
1.8.4.8	nrfC	b4072	Z5671	ECs5054	
1.10.4.8	nrfD	b4073	Z5672	ECs5055	
1.12.4.8	nrfE	b4074	Z5673	ECs5056	
1.2.39.7	nrfF	b4075	Z5674	ECs5057	
1.4.39.7	nrfG	b4076	Z5675	ECs5058	
1.11.10.4	nth	b1633	Z2644	ECs2342	
1.9.36.3	ntpA	b1865	Z2917	ECs2575	
1.3.25.4	nuoA	b2288	Z3547	ECs3172	
1.1.25.4	nuoB	b2287	Z3546	ECs3171	
1.11.39.4	nuoC	b2286	Z3545	ECs3170	
1.9.39.4	nuoE	b2285	Z3544	ECs3169	
1.7.39.4	nuoF	b2284	Z3543	ECs3168	
1.5.39.4	nuoG	b2283	Z3542	ECs3167	
1.3.39.4	nuoH	b2282	Z3541	ECs3166	
1.1.39.4	nuoI	b2281	Z3540	ECs3165	
1.11.23.4	nuoJ	b2280	Z3539	ECs3164	
1.9.23.4	nuoK	b2279	Z3538	ECs3163	
1.7.23.4	nuoL	b2278	Z3537	ECs3162	
1.5.23.4	nuoM	b2277	Z3536	ECs3161	
1.3.23.4	nuoN	b2276	Z3534	ECs3160	
1.9.23.5	nupC	b2393	Z3659	ECs3272	
1.4.38.5	nupG	b2964	Z4309	ECs3840	
1.3.22.6	nusA	b3169	Z4530	ECs4050	
1.9.37.1	nusB	b0416	Z0518	ECs0469	
1.1.6.8	nusG	b3982	Z5555	ECs4905	
1.10.36.4	ogrK	b2082			
1.12.25.3	ogt	b1335	Z2432	ECs1916	
1.12.28.2	ompA	b0957	Z1307	ECs1041	
1.12.43.4	ompC	b2215	Z3473	ECs3104	
1.4.24.2	ompF	b0929	Z1276	ECs1012	
1.4.23.3	ompG	b1319	Z2462	ECs1898	
1.7.13.6	ompR	b3405	Z4760	ECs4247	
1.6.12.2	ompT	b0565	Z1931	ECs1663	
1.1.36.2	ompX	b0814	Z1036	ECs0892	
1.5.11.3	oppA	b1243	Z2019	ECs1743	
1.7.11.3	oppB	b1244	Z2020	ECs1744	
1.9.11.3	oppC	b1245	Z2021	ECs1745	
1.11.11.3	oppD	b1246	Z2022	ECs1746	
1.1.27.3	oppF	b1247	Z2023	ECs1747	
1.3.10.5	oraA	b2698	Z4001	ECs3555	
1.4.5.3	ordL	b1301	Z2487	ECs1878	
1.4.17.3	osmB	b1283			
1.9.4.3	osmC	b1482	Z2228	ECs2086	
1.6.12.4	osmE	b1739	Z2769	ECs2445	
1.5.38.8	osmY	b4376	Z5977	ECs5334	
1.11.7.4	otsA	b1896	Z2949	ECs2604	
1.1.42.3	otsB	b1897	Z2950	ECs2605	
1.11.37.7	oxyR	b3961	Z5519	ECs4890	
1.12.21.6	pabA	b3360	Z4721	ECs4211	
1.10.9.4	pabB	b1812	Z2855	ECs2521	
1.1.21.2	pabC	b1096	Z1735	ECs1474	
1.11.9.2	pal	b0741	Z0909	ECs0776	
1.8.7.1	panB	b0134	Z0145	ECs0138	
1.6.7.1	panC	b0133	Z0144	ECs0137	
1.2.7.1	panD	b0131	Z0142	ECs0135	
1.12.20.6	panF	b3258	Z4618	ECs4130	
1.5.46.5	parC	b3019	Z4373	ECs3903	
1.3.48.5	parE	b3030	Z4387	ECs3918	
1.12.27.5	pbpC	b2519	Z3786	ECs3385	
1.8.15.4	pbpG	b2134	Z3383	ECs3021	
1.3.13.6	pckA	b3403	Z4758	ECs4245	
1.11.47.5	pcm	b2743	Z4051	ECs3597	
1.2.9.1	pcnB	b0143	Z0154	ECs0147	
1.2.19.1	pdhR	b0113	Z0123	ECs0117	
1.9.9.1	pdxA	b0052	Z0061	ECs0057	
1.7.45.4	pdxB	b2320	Z3582	ECs3204	
1.9.45.3	pdxH	b1638	Z2652	ECs2347	
1.8.20.5	pdxJ	b2564	Z3845	ECs3430	
1.11.11.5	pdxK	b2418	Z3684	ECs3290	
1.5.45.3	pdxY	b1636	Z2648	ECs2345	
1.7.38.7	pepA	b4260	Z5872	ECs5237	
1.10.47.4	pepB	b2523	Z3790	ECs3389	
1.10.8.1	pepD	b0237	Z0298	ECs0264	
1.2.45.7	pepE	b4021	Z5612	ECs4939	
1.10.24.2	pepN	b0932	Z1280	ECs1015	
1.12.43.5	pepP	b2908	Z4245	ECs3779	
1.9.4.7	pepQ	b3847	Z5369	ECs4775	
1.3.41.2	pepT	b1127	Z1832	ECs1572	
1.6.16.10	per		Z3200	ECs2841	
1.8.23.5	perM	b2493	Z3755	ECs3355	
1.6.26.1	perR	b0254			
1.5.45.7	pfkA	b3916	Z5460	ECs4841	
1.10.43.3	pfkB	b1723	Z2752	ECs2429	
1.10.34.2	pflA	b0902	Z1246	ECs0985	
1.12.34.2	pflB	b0903	Z1248	ECs0986	
1.5.2.8	pflC	b3952	Z5508	ECs4881	
1.3.2.8	pflD	b3951	Z5507	ECs4880	
1.10.11.1	pfs	b0159	Z0170	ECs0163	
1.10.45.7	pgi	b4025	Z5623	ECs5008	
1.12.46.5	pgk	b2926	Z4265	ECs3797	
1.1.1.2	pgm	b0688	Z0837	ECs0719	
1.1.4.2	pgpA	b0418	Z0520	ECs0471	
1.6.1.3	pgpB	b1278	Z2529	ECs1851	
1.1.44.3	pgsA	b1912	Z3000	ECs2650	
1.10.10.5	pheA	b2599	Z3891	ECs3462	
1.8.10.5	pheL	b2598			
1.6.8.4	pheM	b1715	Z2744	ECs2422	
1.4.14.2	pheP	b0576	Z0715	ECs0614	
1.4.8.4	pheS	b1714	Z2743	ECs2421	
1.2.8.4	pheT	b1713	Z2742	ECs2420	
1.10.44.7	phnA	b4108	Z5710	ECs5090	
1.8.44.7	phnB	b4107	Z5709	ECs5089	
1.6.44.7	phnC	b4106			
1.4.44.7	phnD	b4105	Z5707	ECs5087	
1.2.44.7	phnE	b4104			
1.12.21.11	phnE		Z5706	ECs5086	
1.10.28.7	phnF	b4102	Z5705	ECs5085	
1.8.28.7	phnG	b4101			
1.6.28.7	phnH	b4100			
1.4.28.7	phnI	b4099	Z5702	ECs5082	
1.12.8.8	phnJ	b4098	Z5701	ECs5081	
1.10.8.8	phnK	b4097	Z5700	ECs5080	
1.8.8.8	phnL	b4096	Z5699	ECs5079	
1.6.8.8	phnM	b4095			
1.4.8.8	phnN	b4094			
1.2.8.8	phnO	b4093	Z5696	ECs5076	
1.12.41.7	phnP	b4092	Z5695	ECs5075	
1.10.41.7	phnQ	b4091			
1.1.32.1	phoA	b0383	Z0479	ECs0433	
1.11.49.1	phoB	b0399	Z0497	ECs0449	
1.6.24.1	phoE	b0241	Z0302	ECs0268	
1.6.39.2	phoH	b1020	Z1522	ECs1266	
1.9.41.2	phoP	b1130	Z1859	ECs1602	
1.7.41.2	phoQ	b1129	Z1858	ECs1601	
1.1.35.1	phoR	b0400	Z0498	ECs0450	
1.12.16.7	phoU	b3724	Z5215	ECs4660	
1.10.9.2	phpB	b0638	Z0785	ECs0676	
1.5.38.1	phrB	b0708	Z0859	ECs0733	
1.5.31.2	pin	b1158	Z0318	ECs0284	
1.8.15.6	pinO	b3322			
1.3.43.6	pitA	b3493	Z4893	ECs4365	
1.12.7.6	pitB	b2987	Z4341	ECs3872	
1.5.49.6	pldA	b3821	Z5342	ECs4751	
1.1.16.7	pldB	b3825	Z5346	ECs4755	
1.6.33.7	plsB	b4041	Z5640	ECs5024	
1.3.46.5	plsC	b3018	Z4372	ECs3902	
1.1.35.2	plsX	b1090	Z1729	ECs1468	
1.5.34.7	pmbA	b4235	Z5845	ECs5212	
1.5.35.4	pmrD	b2259	Z3518		
1.8.24.2	pncB	b0931	Z1279	ECs1014	
1.5.36.6	pnp	b3164	Z4525	ECs4045	
1.11.39.3	pntA	b1603	Z2600	ECs2309	
1.9.39.3	pntB	b1602	Z2597	ECs2308	
1.5.44.1	pnuC	b0751	Z0920	ECs0779	
1.7.6.7	polA	b3863	Z5398	ECs4786	
1.1.11.1	polB	b0060	Z0068	ECs0064	
1.1.41.2	potA	b1126	Z1831	ECs1571	
1.11.25.2	potB	b1125	Z1830	ECs1570	
1.9.25.2	potC	b1124	Z1763	ECs1500	
1.7.25.2	potD	b1123	Z1762	ECs1499	
1.9.1.2	potE	b0692	Z0838	ECs0720	
1.9.42.2	potF	b0854	Z1081	ECs0934	
1.11.42.2	potG	b0855	Z1082	ECs0935	
1.1.28.2	potH	b0856	Z1083	ECs0936	
1.3.28.2	potI	b0857	Z1084	ECs0937	
1.7.30.2	poxB	b0871	Z1105	ECs0957	
1.11.32.7	ppa	b4226	Z5837	ECs5204	
1.1.37.7	ppc	b3956	Z5514	ECs4885	
1.6.45.5	ppdA	b2826	Z4143	ECs3683	
1.4.45.5	ppdB	b2825	Z4142	ECs3682	
1.12.29.5	ppdC	b2823	Z4140	ECs3680	
1.4.3.1	ppdD	b0108	Z0118	ECs0112	
1.3.32.3	pphA	b1838	Z2885	ECs2548	
1.5.31.5	pphB	b2734	Z4044	ECs3590	
1.6.37.6	ppiA	b3363	Z4724	ECs4214	
1.12.39.1	ppiB	b0525	Z0680	ECs0587	
1.4.24.7	ppiC	b3775	Z5286	ECs4709	
1.12.9.5	ppk	b2501	Z3764	ECs3363	
1.4.6.4	ppsA	b1702	Z2731	ECs2409	
1.2.25.5	ppx	b2502	Z3765	ECs3364	
1.10.42.2	pqiA	b0950	Z1300	ECs1034	
1.12.42.2	pqiB	b0951	Z1301	ECs1035	
1.9.6.3	pqqL	b1494	Z2214	ECs2099	
1.10.46.3	prc	b1830	Z2877	ECs2540	
1.5.21.3	prfA	b1211	Z1982	ECs1716	
1.2.41.5	prfB	b2891			
1.9.17.10	prfB		Z4229		
1.3.38.8	prfC	b4375	Z5976	ECs5333	
1.8.8.1	prfH	b0236	Z0297	ECs0263	
1.7.33.7	priA	b3935	Z5482	ECs4862	
1.9.28.7	priB	b4201	Z5810	ECs5177	
1.1.12.2	priC	b0467	Z0584	ECs0520	
1.2.21.6	prkB	b3355	Z4716	ECs4206	
1.10.26.6	prlA	b3300	Z4670	ECs4165	
1.3.44.6	prlC	b3498	Z4898	ECs4370	
1.2.36.6	prmA	b3259	Z4619	ECs4131	
1.10.24.1	proA	b0243	Z0304	ECs0270	
1.8.24.1	proB	b0242	Z0303	ECs0269	
1.7.32.1	proC	b0386	Z0482	ECs0437	
1.4.30.7	proP	b4111	Z5713	ECs5093	
1.10.2.1	proS	b0194	Z0206	ECs0196	
1.7.22.5	proV	b2677	Z3979	ECs3540	
1.9.22.5	proW	b2678	Z3980	ECs3541	
1.11.22.5	proX	b2679	Z3981	ECs3542	
1.5.35.1	proY	b0402	Z0500	ECs0452	
1.5.8.1	prpB	b0331	Z0427	ECs0385	
1.9.8.1	prpC	b0333	Z0428	ECs0386	
1.11.8.1	prpD	b0334	Z0429	ECs0387	
1.1.24.1	prpE	b0335	Z0430	ECs0388	
1.3.8.1	prpR	b0330	Z0426	ECs0384	
1.10.34.9	prrA		Z1961	ECs1693	
1.9.5.3	prsA	b1207	Z1978	ECs1712	
1.4.38.7	psd	b4160	Z5766	ECs5139	
1.8.17.6	pshM	b3334			
1.3.32.1	psiF	b0384	Z0480	ECs0434	
1.10.5.3	pspA	b1304	Z2482	ECs1881	
1.12.5.3	pspB	b1305	Z2480	ECs1882	
1.2.21.3	pspC	b1306	Z2479	ECs1883	
1.4.21.3	pspD	b1307	Z2478	ECs1884	
1.6.21.3	pspE	b1308	Z2477	ECs1885	
1.8.5.3	pspF	b1303	Z2484	ECs1880	
1.2.24.5	pssA	b2585	Z3870	ECs3452	
1.6.22.7	pssR	b3763			
1.4.2.7	pstA	b3726	Z5217	ECs4662	
1.2.2.7	pstB	b3725	Z5216	ECs4661	
1.6.2.7	pstC	b3727	Z5218	ECs4663	
1.8.2.7	pstS	b3728	Z5219	ECs4664	
1.7.19.9	psuI		Z0333	ECs0297	
1.9.41.4	pta	b2297	Z3559	ECs3181	
1.3.5.3	pth	b1204	Z1975	ECs1709	
1.8.29.5	ptr	b2821	Z4138	ECs3678	
1.5.48.3	ptrB	b1845	Z2896	ECs2555	
1.7.35.7	ptsA	b3947	Z5502	ECs4877	
1.11.21.2	ptsG	b1101	Z1740	ECs1479	
1.5.11.5	ptsH	b2415	Z3681	ECs3287	
1.7.11.5	ptsI	b2416	Z3682	ECs3288	
1.9.42.6	ptsN	b3204	Z4567	ECs4083	
1.4.12.6	ptsO	b3206	Z4569	ECs4085	
1.12.45.5	ptsP	b2829	Z4146	ECs3686	
1.8.9.8	ptxA	b4195	Z5804	ECs5171	
1.8.40.7	purA	b4177	Z5784	ECs5153	
1.11.41.2	purB	b1131	Z1860	ECs1603	
1.10.5.5	purC	b2476	Z3735	ECs3338	
1.2.43.7	purD	b4005	Z5582	ECs4928	
1.8.39.1	purE	b0523	Z0678	ECs0585	
1.3.29.4	purF	b2312	Z3574	ECs3196	
1.4.43.7	purH	b4006	Z5583	ECs4929	
1.6.39.1	purK	b0522	Z0677	ECs0584	
1.6.4.5	purL	b2557	Z3835	ECs3423	
1.8.9.5	purM	b2499	Z3762	ECs3361	
1.10.9.5	purN	b2500	Z3763	ECs3362	
1.4.33.3	purR	b1658	Z2681	ECs2367	
1.1.34.3	purT	b1849	Z2901	ECs2559	
1.7.9.3	purU	b1232	Z2008	ECs1734	
1.6.23.2	putA	b1014	Z1513	ECs1260	
1.8.23.2	putP	b1015	Z1515	ECs1261	
1.11.34.3	pykA	b1854	Z2906	ECs2564	
1.12.35.3	pykF	b1676	Z2704	ECs2383	
1.1.36.7	pyrB	b4245	Z5856	ECs5222	
1.4.31.2	pyrC	b1062	Z1699	ECs1440	
1.12.26.2	pyrD	b0945	Z1294	ECs1029	
1.4.3.7	pyrE	b3642	Z5066	ECs4517	
1.12.1.3	pyrF	b1281	Z2525	ECs1854	
1.1.39.5	pyrG	b2780	Z4095	ECs3640	
1.10.13.1	pyrH	b0171	Z0182	ECs0173	
1.11.1.8	pyrI	b4244	Z5855	ECs5221	
1.3.36.7	pyrL	b4246	Z5857	ECs5224	
1.2.35.7	qor	b4051	Z5649	ECs5033	
1.11.35.1	queA	b0405	Z0504	ECs0456	
1.8.13.3	racC	b1351	Z2408	ECs1935	
1.8.17.7	radC	b3638	Z5062	ECs4513	
1.1.49.6	rarD	b3819	Z5340	ECs4749	
1.11.36.6	rbfA	b3167	Z4528	ECs4048	
1.3.10.7	rbn	b3886	Z5425	ECs4809	
1.2.6.7	rbsA	b3749	Z5250	ECs4691	
1.6.6.7	rbsB	b3751	Z5252	ECs4693	
1.4.6.7	rbsC	b3750	Z5251	ECs4692	
1.12.20.7	rbsD	b3748	Z5249	ECs4690	
1.8.6.7	rbsK	b3752	Z5253	ECs4694	
1.10.6.7	rbsR	b3753	Z5254	ECs4695	
1.9.16.4	rcsA	b1951	Z3041	ECs2690	
1.4.29.4	rcsB	b2217	Z3476	ECs3106	
1.6.29.4	rcsC	b2218	Z3477	ECs3107	
1.2.18.1	rcsF	b0196	Z0208	ECs0198	
1.5.10.5	recA	b2699	Z4002	ECs3556	
1.6.29.5	recB	b2820	Z4137	ECs3677	
1.10.29.5	recC	b2822	Z4139	ECs3679	
1.4.29.5	recD	b2819	Z4136	ECs3676	
1.6.13.3	recE	b1350	Z2409	ECs1934	
1.12.12.7	recF	b3700	Z5191	ECs4635	
1.12.19.7	recG	b3652	Z5078	ECs4527	
1.4.41.5	recJ	b2892	Z4230	ECs3764	
1.8.28.5	recN	b2616	Z3909	ECs3478	
1.10.20.5	recO	b2565	Z3846	ECs3431	
1.7.49.6	recQ	b3822	Z5343	ECs4752	
1.11.12.2	recR	b0472	Z0589	ECs0525	
1.4.13.3	recT	b1349	Z2410	ECs1933	
1.9.39.5	relA	b2784	Z4099	ECs3644	
1.7.33.3	relB	b1564			
1.5.33.3	relE	b1563			
1.3.33.3	relF	b1562	Z1342	ECs1080	
1.1.33.3	rem	b1561			
1.10.4.11	renP		Z6066	ECs2273	
1.10.24.7	rep	b3778	Z5288	ECs4711	
1.12.15.7	rfaB	b3628			
1.10.48.6	rfaC	b3621	Z5048	ECs4499	
1.6.48.6	rfaD	b3619	Z5046	ECs4497	
1.8.48.6	rfaF	b3620	Z5047	ECs4498	
1.6.1.7	rfaG	b3631			
1.5.19.11	rfaG		Z5055	ECs4506	
1.11.18.7	rfaH	b3842	Z5362	ECs4770	
1.10.15.7	rfaI	b3627			
1.8.15.7	rfaJ	b3626			
1.2.15.7	rfaK	b3623			
1.12.48.6	rfaL	b3622			
1.4.1.7	rfaP	b3630			
1.8.1.7	rfaQ	b3632			
1.2.1.7	rfaS	b3629			
1.6.15.7	rfaY	b3625			
1.4.15.7	rfaZ	b3624			
1.8.14.4	rfbA	b2039			
1.12.14.4	rfbB	b2041			
1.6.14.4	rfbC	b2038			
1.10.14.4	rfbD	b2040			
1.4.14.4	rfbX	b2037			
1.10.10.7	rfe	b3784	Z5295	ECs4717	
1.6.26.7	rffG	b3788	Z5299	ECs4721	
1.8.26.7	rffH	b3789	Z5300	ECs4722	
1.3.43.7	rhaA	b3903	Z5447	ECs4830	
1.5.43.7	rhaB	b3904	Z5448	ECs4831	
1.1.43.7	rhaD	b3902	Z5446	ECs4829	
1.9.43.7	rhaR	b3906	Z5450	ECs4833	
1.7.43.7	rhaS	b3905	Z5449	ECs4832	
1.11.43.7	rhaT	b3907	Z5452		
1.2.10.7	rhlB	b3780	Z5290	ECs4713	
1.3.18.2	rhlE	b0797	Z1017	ECs0875	
1.8.10.7	rho	b3783	Z5293	ECs4716	
1.6.10.7	rhoL	b3782	Z5292	ECs4715	
1.11.25.7	rhsA	b3593	Z5014		
1.5.41.6	rhsB	b3482			
1.1.3.2	rhsC	b0700	Z0847		
1.4.35.1	rhsD	b0497	Z2259		
1.5.49.2	rhsE	b1456	Z0272	ECs0242	
1.4.1.3	ribA	b1277	Z2531	ECs1850	
1.1.1.6	ribB	b3041	Z4399	ECs3929	
1.5.37.1	ribD	b0414	Z0515	ECs0467	
1.12.33.3	ribE	b1662	Z2688	ECs2371	
1.3.5.1	ribF	b0025	Z0029	ECs0028	
1.7.37.1	ribH	b0415	Z0516	ECs0468	
1.11.22.8	rimI	b4373	Z5974	ECs5331	
1.12.31.2	rimJ	b1066	Z1703	ECs1444	
1.5.42.2	rimK	b0852	Z1079	ECs0932	
1.6.26.3	rimL	b1427	Z2291	ECs2032	
1.12.42.1	rlpA	b0633	Z0778	ECs0671	
1.4.44.1	rlpB	b0641	Z0788	ECs0679	
1.4.28.2	rmf	b0953	Z1303	ECs1037	
1.4.5.2	rna	b0611	Z0755	ECs0650	
1.10.17.3	rnb	b1286	Z2514	ECs1859	
1.2.6.5	rnc	b2567	Z3848	ECs3433	
1.6.42.3	rnd	b1804	Z2847	ECs2513	
1.1.19.2	rne	b1084	Z1722	ECs1462	
1.2.20.1	rnhA	b0214	Z0239	ECs0210	
1.10.15.1	rnhB	b0183	Z0195	ECs0185	
1.2.5.2	rnk	b0610	Z0754	ECs0649	
1.8.47.6	rnpA	b3704	Z5195	ECs4639	
1.4.47.3	rnt	b1652	Z2671	ECs2361	
1.12.10.8	rob	b4396	Z5999	ECs5354	
1.4.41.6	rpe	b3386	Z4739	ECs4228	
1.6.3.7	rph	b3643	Z5068	ECs4518	
1.10.10.6	rpiA	b2914	Z4252	ECs3785	
1.8.41.7	rpiB	b4090			
1.6.41.7	rpiR	b4089			
1.5.6.8	rplA	b3984	Z5557	ECs4907	
1.10.29.6	rplB	b3317	Z4688	ECs4182	
1.4.15.6	rplC	b3320	Z4691	ECs4185	
1.2.15.6	rplD	b3319	Z4690	ECs4184	
1.4.13.6	rplE	b3308	Z4678	ECs4173	
1.8.42.6	rplF	b3305	Z4675	ECs4170	
1.1.44.7	rplI	b4203	Z5812	ECs5179	
1.7.6.8	rplJ	b3985	Z5558	ECs4908	
1.3.6.8	rplK	b3983	Z5556	ECs4906	
1.9.6.8	rplL	b3986	Z5559	ECs4909	
1.6.16.6	rplM	b3231	Z4589	ECs4104	
1.8.13.6	rplN	b3310	Z4680	ECs4175	
1.12.26.6	rplO	b3301	Z4671	ECs4166	
1.2.29.6	rplP	b3313	Z4684	ECs4178	
1.10.40.6	rplQ	b3294	Z4664	ECs4159	
1.6.42.6	rplR	b3304	Z4674	ECs4169	
1.12.26.5	rplS	b2606	Z3900	ECs3469	
1.8.8.4	rplT	b1716	Z2745	ECs2423	
1.9.24.6	rplU	b3186	Z4549	ECs4065	
1.6.29.6	rplV	b3315	Z4686	ECs4180	
1.12.29.6	rplW	b3318	Z4689	ECs4183	
1.6.13.6	rplX	b3309	Z4679	ECs4174	
1.2.39.4	rplY	b2185	Z3444	ECs3077	
1.7.24.6	rpmA	b3185	Z4547	ECs4064	
1.6.17.7	rpmB	b3637	Z5061	ECs4512	
1.12.13.6	rpmC	b3312	Z4683	ECs4177	
1.2.42.6	rpmD	b3302	Z4672	ECs4167	
1.9.33.7	rpmE	b3936	Z5484	ECs4863	
1.11.19.2	rpmF	b1089	Z1728	ECs1467	
1.4.17.7	rpmG	b3636	Z5060	ECs4511	
1.6.47.6	rpmH	b3703	Z5194	ECs4638	
1.10.8.4	rpmI	b1717	Z2746	ECs2424	
1.8.26.6	rpmJ	b3299	Z4669	ECs4164	
1.12.40.6	rpoA	b3295	Z4665	ECs4160	
1.11.6.8	rpoB	b3987	Z5560	ECs4910	
1.1.41.7	rpoC	b3988	Z5561	ECs4911	
1.5.5.6	rpoD	b3067	Z4420	ECs3950	
1.2.22.5	rpoE	b2573	Z3855	ECs3439	
1.11.37.6	rpoH	b3461	Z4835	ECs4310	
1.5.42.6	rpoN	b3202	Z4565	ECs4081	
1.7.47.5	rpoS	b2741	Z4049	ECs3595	
1.6.19.7	rpoZ	b3649	Z5075	ECs4524	
1.4.36.2	rpsA	b0911	Z1257	ECs0994	
1.6.13.1	rpsB	b0169	Z0180	ECs0171	
1.4.29.6	rpsC	b3314	Z4685	ECs4179	
1.2.26.6	rpsD	b3296	Z4666	ECs4161	
1.4.42.6	rpsE	b3303	Z4673	ECs4168	
1.7.28.7	rpsF	b4200	Z5809	ECs5176	
1.10.33.6	rpsG	b3341	Z4699	ECs4192	
1.10.42.6	rpsH	b3306	Z4676	ECs4171	
1.4.16.6	rpsI	b3230	Z4588	ECs4103	
1.6.15.6	rpsJ	b3321	Z4692	ECs4186	
1.4.26.6	rpsK	b3297	Z4667	ECs4162	
1.12.33.6	rpsL	b3342	Z4700	ECs4193	
1.6.26.6	rpsM	b3298	Z4668	ECs4163	
1.12.42.6	rpsN	b3307	Z4677	ECs4172	
1.7.36.6	rpsO	b3165	Z4526	ECs4046	
1.6.12.5	rpsP	b2609	Z3903	ECs3472	
1.10.13.6	rpsQ	b3311	Z4681	ECs4176	
1.11.28.7	rpsR	b4202	Z5811	ECs5178	
1.8.29.6	rpsS	b3316	Z4687	ECs4181	
1.11.19.1	rpsT	b0023	Z0027	ECs0026	
1.1.5.6	rpsU	b3065	Z4418	ECs3948	
1.5.4.3	rpsV	b1480	Z2230	ECs2084	
1.12.6.5	rseA	b2572	Z3854	ECs3438	
1.10.6.5	rseB	b2571	Z3853	ECs3437	
1.8.6.5	rseC	b2570	Z3852	ECs3436	
1.3.2.4	rspA	b1581			
1.1.2.4	rspB	b1580			
1.9.6.4	rstA	b1608	Z2609	ECs2314	
1.11.6.4	rstB	b1609	Z2610	ECs2315	
1.10.23.4	rsuA	b2183	Z3442	ECs3075	
1.1.31.6	rtcA	b3420			
1.3.31.6	rtcB	b3421	Z4779	ECs4264	
1.5.31.6	rtcR	b3422	Z4780	ECs4265	
1.8.37.4	rtn	b2176	Z3435	ECs3068	
1.12.43.1	rus	b0550	Z1873	ECs1619	
1.1.36.3	ruvA	b1861	Z2913	ECs2571	
1.11.1.4	ruvB	b1860	Z2912	ECs2570	
1.5.36.3	ruvC	b1863	Z2915	ECs2573	
1.4.17.4	sanA	b2144	Z3399	ECs3036	
1.2.19.3	sapA	b1294	Z2494	ECs1871	
1.12.3.3	sapB	b1293	Z2496	ECs1870	
1.10.3.3	sapC	b1292	Z2498	ECs1869	
1.8.3.3	sapD	b1291	Z2499	ECs1868	
1.6.3.3	sapF	b1290	Z2500	ECs1867	
1.9.40.4	sbcB	b2011	Z3173	ECs2813	
1.7.49.1	sbcC	b0397	Z0495	ECs0447	
1.9.49.1	sbcD	b0398	Z0496	ECs0448	
1.6.30.5	sbm	b2917	Z4254	ECs3787	
1.1.16.1	sbmA	b0377	Z0473	ECs0427	
1.5.40.4	sbmC	b2009	Z3170	ECs2811	
1.7.45.7	sbp	b3917	Z5462	ECs4842	
1.2.44.3	sdaA	b1814	Z2857	ECs2523	
1.11.41.5	sdaB	b2797	Z4114	ECs3657	
1.9.41.5	sdaC	b2796	Z4113	ECs3656	
1.11.40.1	sdhA	b0723	Z0877	ECs0748	
1.1.7.2	sdhB	b0724	Z0878	ECs0749	
1.7.40.1	sdhC	b0721	Z0875	ECs0746	
1.9.40.1	sdhD	b0722	Z0876	ECs0747	
1.9.44.3	sdiA	b1916	Z3004	ECs2654	
1.8.1.1	secA	b0098	Z0108	ECs0102	
1.10.46.6	secB	b3609	Z5036	ECs4487	
1.5.2.2	secD	b0408	Z0507	ECs0459	
1.11.39.7	secE	b3981	Z5554	ECs4904	
1.7.2.2	secF	b0409	Z0508	ECs0460	
1.11.22.6	secG	b3175	Z4537	ECs4054	
1.7.25.7	selA	b3591	Z5012	ECs4468	
1.5.25.7	selB	b3590	Z5011	ECs4467	
1.10.1.4	selD	b1764	Z2797	ECs2470	
1.8.40.10	sepL		Z5108	ECs4557	
1.12.7.11	sepQ		Z5116	ECs4565	
1.12.42.10	sepZ		Z5122	ECs4571	
1.11.34.1	seqA	b0687	Z0836	ECs0718	
1.8.10.6	serA	b2913	Z4251	ECs3784	
1.5.40.8	serB	b4388	Z5989	ECs5346	
1.8.20.2	serC	b0907	Z1253	ECs0990	
1.4.18.2	serS	b0893	Z1239	ECs0978	
1.8.19.2	sfa	b0991	Z1408	ECs1146	
1.3.4.3	sfcA	b1479	Z2231	ECs2083	
1.12.24.5	sfhB	b2594	Z3888	ECs3457	
1.10.6.2	sfmA	b0530	Z0686	ECs0592	
1.12.6.2	sfmC	b0531	Z0688	ECs0593	
1.2.41.1	sfmD	b0532	Z0689	ECs0594	
1.6.41.1	sfmF	b0534	Z0691	ECs0596	
1.4.41.1	sfmH	b0533	Z0690	ECs0595	
1.8.9.1	sfsA	b0146	Z0157	ECs0150	
1.6.9.8	sgaB	b4194	Z5803	ECs5170	
1.3.28.7	sgaE	b4198			
1.10.9.8	sgaH	b4196	Z5805	ECs5172	
1.4.9.8	sgaT	b4193	Z5802	ECs5169	
1.12.9.8	sgaU	b4197	Z5806	ECs5173	
1.3.9.7	sgbE	b3583			
1.11.23.7	sgbH	b3581			
1.1.9.7	sgbU	b3582			
1.7.26.8	sgcA	b4302			
1.11.26.8	sgcC	b4304			
1.5.26.8	sgcE	b4301			
